index,driver_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,audio_level_db,sustained_audio_sec,motion_event_type,motion_score,audio_classification,audio_score,fusion_severity,fusion_conflict,fusion_flag_type,earnings_status,earnings_current_inr,earnings_current_velocity,earnings_target_velocity,earnings_velocity_delta,earnings_expected,earnings_dynamic_threshold,earnings_projected
0,DRV_ARJUN,TRIP_001,2024-10-25 07:05:00,0.0,-0.026527645714708368,0.004731045602950564,9.716712331595778,29.379649638763432,47.74027912857835,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,6.73,80.80000000000001,250.0,-9.933333333333334,16.666666666666668,100.0,646.4000000000001
1,DRV_ARJUN,TRIP_001,2024-10-25 07:06:00,60.0,0.03212426042395632,0.08437434285297886,9.76438381004755,29.508712756616095,52.15275235807954,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,13.47,134.66666666666666,250.0,-6.533333333333333,20.0,100.0,1077.3333333333333
2,DRV_ARJUN,TRIP_001,2024-10-25 07:07:00,120.0,-0.02851513078818078,0.003447202819510178,9.796561797848334,36.48530355832677,50.603675652785,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,20.2,173.14285714285714,250.0,-3.1333333333333364,23.333333333333336,100.0,1385.1428571428573
3,DRV_ARJUN,TRIP_001,2024-10-25 07:08:00,180.0,0.0158588488295612,-0.055541697163811216,10.032200654192012,36.63803591131655,51.95302926810308,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,26.93,202.0,250.0,0.26666666666666217,26.66666666666667,100.0,1616.0
4,DRV_ARJUN,TRIP_001,2024-10-25 07:09:00,240.0,0.003992619359559807,0.13666033958993923,9.747929199570788,35.341812712664115,50.9026896563045,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,33.67,224.44444444444443,250.0,3.6666666666666643,30.0,100.0,1795.5555555555554
5,DRV_ARJUN,TRIP_001,2024-10-25 07:10:00,300.0,-0.028306086679643797,-0.02407384919847766,9.715682772021575,30.01310513298963,55.50132241225603,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,40.4,242.4,250.0,7.066666666666663,33.333333333333336,100.0,1939.2
6,DRV_ARJUN,TRIP_001,2024-10-25 07:11:00,360.0,0.024302881736543474,-5.5,9.914328511295027,0.0,50.83820066506548,0.0,emergency_stop,1.0,background,0.0,medium,0.55,harsh_braking,on_track,47.13,257.0909090909091,250.0,10.466666666666669,36.666666666666664,100.0,2056.727272727273
7,DRV_ARJUN,TRIP_001,2024-10-25 07:12:00,420.0,0.01761207980321544,-0.03568172192777824,9.623106042000488,0.0,51.257330455753596,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,53.87,269.3333333333333,250.0,13.866666666666667,40.0,100.0,2154.6666666666665
8,DRV_ARJUN,TRIP_001,2024-10-25 07:13:00,480.0,0.04264183546458875,-0.020578787869983538,9.699435288600755,35.239072046865864,52.231686850984424,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,60.6,279.6923076923077,250.0,17.26666666666666,43.33333333333334,100.0,2237.5384615384614
9,DRV_ARJUN,TRIP_001,2024-10-25 07:14:00,540.0,0.026041345313487153,0.07534525155146798,9.890116771133478,33.53344791030678,50.217757046211105,0.0,normal,0.0,background,0.0,safe,0.0,,on_track,67.33,288.57142857142856,250.0,20.666666666666657,46.66666666666667,100.0,2308.5714285714284
